fips,county,state,income-2015,income-1989a,income-1989b,change
13139,Hall County,GA,54578,27397,50581.31177,7.322892427
13141,Hancock County,GA,28328,15377,28389.56204,-0.217318681
13143,Haralson County,GA,41167,22675,41863.38812,-1.691617371
13145,Harris County,GA,65887,26477,48882.77519,25.8081637
13147,Hart County,GA,39567,22428,41407.36797,-4.651269933
13149,Heard County,GA,41514,21920,40469.48038,2.516065949
13151,Henry County,GA,65437,35365,65292.11559,0.221410534
13153,Houston County,GA,55860,32317,59664.79003,-6.811296154
13155,Irwin County,GA,35284,17877,33005.15058,6.458591477
13157,Jackson County,GA,56102,23847,44027.17603,21.52298308
13159,Jasper County,GA,46398,21960,40543.3298,12.61836761
13161,Jeff Davis County,GA,36186,22125,40847.95864,-12.88332129
13163,Jefferson County,GA,32023,15523,28659.11241,10.50459855
13165,Jenkins County,GA,29924,15933,29416.06893,1.697403659
13167,Johnson County,GA,30794,17190,31736.78685,-3.061592682
13169,Jones County,GA,52777,31172,57550.85048,-9.045323677
13171,Lamar County,GA,42177,21404,39516.82291,6.30717475
13173,Lanier County,GA,37616,18897,34888.31071,7.251407086
13175,Laurens County,GA,36960,21631,39935.91835,-8.051727126
13177,Lee County,GA,68636,31205,57611.77625,16.06186805
13179,Liberty County,GA,39612,19953,36837.93531,7.003091707
13181,Lincoln County,GA,39089,20104,37116.71686,5.045621886
13183,Long County,GA,42542,20185,37266.26193,12.40124599
13185,Lowndes County,GA,37699,22309,41187.66596,-9.254001326
13187,Lumpkin County,GA,48101,24365,44983.52598,6.481100225
13189,McDuffie County,GA,36346,20322,37519.19618,-3.227855011
13191,McIntosh County,GA,38770,16531,30520.11771,21.27903609
13193,Macon County,GA,30696,16566,30584.73595,0.362470846
13195,Madison County,GA,40735,23781,43905.3245,-7.782802249
13197,Marion County,GA,35265,17560,32419.89396,8.067789719
13199,Meriwether County,GA,37866,19433,35877.8929,5.250375284
13201,Miller County,GA,35357,18536,34221.81972,3.210623853
13205,Mitchell County,GA,34139,17487,32285.11877,5.430391137
13207,Monroe County,GA,53070,24154,44593.97031,15.97141453
13209,Montgomery County,GA,36821,17923,33090.07741,10.13259441
13211,Morgan County,GA,51081,22054,40716.87593,20.28958727
13213,Murray County,GA,43142,25302,46713.44857,-8.278356517
13215,Muscogee County,GA,41828,22716,41939.08378,-0.265572763
13217,Newton County,GA,51177,26944,49744.96713,2.798196209
13219,Oconee County,GA,76371,35008,64633.00954,15.3696959
13221,Oglethorpe County,GA,43428,22193,40973.50265,5.651877473
13223,Paulding County,GA,62658,31745,58608.74337,6.462473472
13225,Peach County,GA,41725,23642,43648.69777,-4.610420067
13227,Pickens County,GA,56289,24235,44743.51538,20.51108498
13229,Pierce County,GA,39648,20294,37467.50159,5.499642881
13231,Pike County,GA,56233,24892,45956.49205,18.27487054
13233,Polk County,GA,39402,21599,39876.83881,-1.205113477
13235,Pulaski County,GA,39209,20893,38573.39661,1.621065045
13237,Putnam County,GA,44323,23035,42528.03287,4.049741954
13239,Quitman County,GA,29921,12208,22538.84199,24.67216338
13241,Rabun County,GA,40834,20179,37255.18452,8.764302989
13243,Randolph County,GA,30505,13794,25466.97137,16.51541922
13245,Richmond County,GA,40821,23497,43380.99364,-6.271266351
13247,Rockdale County,GA,51510,38434,70958.21209,-37.75618732
13249,Schley County,GA,41737,19759,36479.76564,12.59610024
13251,Screven County,GA,35911,18644,34421.21315,4.148552952
13253,Seminole County,GA,31615,18160,33527.63521,-6.049771333
13255,Spalding County,GA,41250,23344,43098.51962,-4.481259681
13257,Stephens County,GA,38503,22110,40820.26511,-6.018401453
13259,Stewart County,GA,28977,13919,25697.7508,11.31673122
13261,Sumter County,GA,33802,20780,38364.772,-13.49852673
13263,Talbot County,GA,33510,17362,32054.33934,4.34395899
13265,Taliaferro County,GA,28952,14847,27411.05726,5.322405139
13267,Tattnall County,GA,37163,18151,33511.01909,9.826927083
13269,Taylor County,GA,32041,18618,34373.21103,-7.278833459
13271,Telfair County,GA,31149,16042,29617.30859,4.917305244
13273,Terrell County,GA,32342,15968,29480.68717,8.847049754
13275,Thomas County,GA,40449,19819,36590.53977,9.539074472
13277,Tift County,GA,39988,21786,40222.08484,-0.585387705
13279,Toombs County,GA,34953,18897,34888.31071,0.185075071
13281,Towns County,GA,39782,17431,32181.72959,19.10479718
13283,Treutlen County,GA,32086,16173,29859.16543,6.940206229
13285,Troup County,GA,41289,24136,44560.73807,-7.923994454
13287,Turner County,GA,35117,16513,30486.88547,13.18482367
13289,Twiggs County,GA,36086,20539,37919.82927,-5.081830262
13291,Union County,GA,42782,17227,31805.09756,25.65775896
13293,Upson County,GA,37864,20802,38405.38918,-1.429825648
13295,Walker County,GA,42249,23201,42834.50795,-1.385850442
13297,Walton County,GA,57312,25194,46514.05514,18.84063522
13299,Ware County,GA,35270,19503,36007.12937,-2.089961368
13301,Warren County,GA,32350,15715,29013.58961,10.3134788
13303,Washington County,GA,36499,19365,35752.34889,2.045675535
13305,Wayne County,GA,41466,22378,41315.0562,0.364018223
13307,Webster County,GA,35770,17381,32089.41782,10.28957837
13309,Wheeler County,GA,30926,15732,29044.97561,6.082339747
13311,White County,GA,43598,24399,45046.29799,-3.321936752
13313,Whitfield County,GA,45921,27142,50110.52174,-9.123324272
13315,Wilcox County,GA,32480,17439,32196.49947,0.87284646
13317,Wilkes County,GA,34031,19436,35883.4316,-5.443365171
13319,Wilkinson County,GA,38103,23891,44108.41039,-15.76099098
13321,Worth County,GA,39560,21043,38850.33192,1.793903136
15000,Hawaii,HI,73097,35832,66154.30753,9.497917111
15001,Hawaii County,HI,54914,25091,46323.8929,15.64283626
15003,Honolulu County,HI,76544,35908,66294.62142,13.39017895
15005,Kalawao County,HI,.,.,null,null
15007,Kauai County,HI,70122,33331,61536.87275,12.24312948
15009,Maui County,HI,68684,.,null,null
16000,Idaho,ID,48311,25267,46648.83033,3.44056151
16001,Ada County,ID,58431,30093,55558.76246,4.915605654
16003,Adams County,ID,39943,22902,42282.48356,-5.857055211
16005,Bannock County,ID,43298,26997,49842.8176,-15.11575039
16007,Bear Lake County,ID,48309,23820,43977.32768,8.966594884
16009,Benewah County,ID,41368,26042,48079.66278,-16.22428635
16011,Bingham County,ID,49644,26405,48749.84624,1.801131586
16013,Blaine County,ID,65272,28368,52374.00636,19.76037755
16015,Boise County,ID,52728,23463,43318.22163,17.84588524
16017,Bonner County,ID,44072,21037,38839.25451,11.87317456
16019,Bonneville County,ID,54008,31435,58036.41039,-7.458914221
16021,Boundary County,ID,41803,21162,39070.03393,6.537727115
16023,Butte County,ID,43780,24718,45635.24708,-4.23765894
16025,Camas County,ID,46203,26700,49294.48568,-6.691092968
16027,Canyon County,ID,44585,22182,40953.19406,8.145802262
16029,Caribou County,ID,57017,29354,54194.39449,4.950463045
16031,Cassia County,ID,47932,25424,46938.68929,2.072333119
16033,Clark County,ID,40098,22191,40969.81018,-2.174198664
16035,Clearwater County,ID,42630,25193,46512.20891,-9.106753244
16037,Custer County,ID,45801,24392,45033.37434,1.676001971
16039,Elmore County,ID,44509,24468,45173.68823,-1.493379382
16041,Franklin County,ID,53901,25670,47392.8632,12.07424129
16043,Fremont County,ID,49555,23590,43552.69353,12.11241342
16045,Gem County,ID,44017,20444,37744.4369,14.25031941
16047,Gooding County,ID,48950,20826,38449.69883,21.45107491
16049,Idaho County,ID,41157,23527,43436.3807,-5.538257647
16051,Jefferson County,ID,53555,24196,44671.5122,16.58759743
16053,Jerome County,ID,47034,23995,44300.41888,5.811925679
16055,Kootenai County,ID,48864,24411,45068.45281,7.767573653
16057,Latah County,ID,46360,24500,45232.76776,2.431475922
16059,Lemhi County,ID,40087,20249,37384.421,6.741784127
16061,Lewis County,ID,41688,25343,46789.14422,-12.23648105
16063,Lincoln County,ID,46168,21034,38833.7158,15.88607737
16065,Madison County,ID,38065,26555,49026.78155,-28.79753461
16067,Minidoka County,ID,45429,23025,42509.57052,6.426356469
16069,Nez Perce County,ID,50939,25881,47782.41888,6.196786596
16071,Oneida County,ID,47037,23313,43041.28632,8.494831047
16073,Owyhee County,ID,39738,18982,35045.24072,11.80924878
16075,Payette County,ID,44499,20617,38063.83563,14.4613685
16077,Power County,ID,44004,27427,50636.69883,-15.07294526
16079,Shoshone County,ID,37497,21785,40220.2386,-7.262550605
16081,Teton County,ID,58013,20737,38285.38388,34.00550931
16083,Twin Falls County,ID,45799,24949,46061.72747,-0.57365328
16085,Valley County,ID,51774,25428,46946.07423,9.325000519
16087,Washington County,ID,38592,17954,33147.31071,14.10833667
17000,Illinois,IL,59590,31846,58795.21315,1.333758769
17001,Adams County,IL,47264,24554,45332.46448,4.086695
17003,Alexander County,IL,32922,15402,28435.71792,13.62700346
17005,Bond County,IL,50206,23577,43528.69247,13.2998198
17007,Boone County,IL,62382,33059,61034.69671,2.159762892
17009,Brown County,IL,53516,20460,37773.97667,29.4155455
17011,Bureau County,IL,51275,25609,47280.24284,7.7908477
17013,Calhoun County,IL,51109,21620,39915.60976,21.90101595
17015,Carroll County,IL,50432,25645,47346.70732,6.117728194
17017,Cass County,IL,46647,24616,45446.93107,2.572660469
17019,Champaign County,IL,50813,27986,51668.74443,-1.684105313
17021,Christian County,IL,49041,25019,46190.96394,5.811537398
17023,Clark County,IL,50700,22065,40737.18452,19.65052363
17025,Clay County,IL,43577,21061,38883.56416,10.77044276
17027,Clinton County,IL,64030,30096,55564.30117,13.22145687
17029,Coles County,IL,42613,26312,48578.14634,-13.99841912
17031,Cook County,IL,56841,29711,54853.50053,3.496594834
17033,Crawford County,IL,49856,24580,45380.4666,8.976920339
17035,Cumberland County,IL,51505,24576,45373.08165,11.90548169
17037,DeKalb County,IL,56874,31607,58353.96288,-2.602178297
17039,De Witt County,IL,54796,26833,49540.03499,9.591877154
17041,Douglas County,IL,53213,26896,49656.34783,6.683803157
17043,DuPage County,IL,81616,49421,91242.80064,-11.79523701
17045,Edgar County,IL,50306,22370,41300.28632,17.90186793
17047,Edwards County,IL,48329,23473,43336.68399,10.32985581
17049,Effingham County,IL,53077,28504,52625.09438,0.851415152
17051,Fayette County,IL,41838,21064,38889.10286,7.04837023
17053,Ford County,IL,53151,25801,47634.72004,10.37850644
17055,Franklin County,IL,43428,20384,37633.66278,13.34239942
17057,Fulton County,IL,44649,21906,40443.63309,9.418725871
17059,Gallatin County,IL,40817,20634,38095.22163,6.668246973
17061,Greene County,IL,43943,20190,37275.49311,15.17308079
17063,Grundy County,IL,71928,35158,64909.94486,9.757055866
17065,Hamilton County,IL,45926,20131,37166.56522,19.07293207
17067,Hancock County,IL,48213,23272,42965.59067,10.88380589
17069,Hardin County,IL,39128,17139,31642.62884,19.13047218
17071,Henderson County,IL,47354,22599,41723.07423,11.89113014
17073,Henry County,IL,58983,26949,49754.1983,15.6465451
17075,Iroquois County,IL,49836,24201,44680.74337,10.34444303
17077,Jackson County,IL,36613,20799,38399.85048,-4.880371664
17079,Jasper County,IL,52608,22913,42302.79215,19.58867063
17081,Jefferson County,IL,46460,24674,45554.01273,1.950037182
17083,Jersey County,IL,53864,26638,49180.01909,8.695939611
17085,Jo Daviess County,IL,51201,27579,50917.32662,0.554038755
17087,Johnson County,IL,46838,21283,39293.42842,16.10780046
17089,Kane County,IL,70502,38314,70736.66384,-0.332847066
17091,Kankakee County,IL,53227,26541,49000.93425,7.93970306
17093,Kendall County,IL,88773,42220,77948.05938,12.19395606
17095,Knox County,IL,43796,25077,46298.0456,-5.712954606
17097,Lake County,IL,82160,43882,81016.50265,1.391793268
17099,La Salle County,IL,52316,26787,49455.10817,5.468483513
17101,Lawrence County,IL,43268,21513,39718.06257,8.20453322
17103,Lee County,IL,52581,27847,51412.11771,2.223012667
17105,Livingston County,IL,55474,29243,53989.46235,2.676096272
17107,Logan County,IL,58191,27834,51388.11665,11.69061084
17109,McDonough County,IL,42453,23669,43698.54613,-2.933941369
17111,McHenry County,IL,80513,42882,79170.26723,1.667721694
17113,McLean County,IL,65766,32186,59422.93319,9.64490285
17115,Macon County,IL,48302,29219,53945.1527,-11.6830622
17117,Macoupin County,IL,50460,24773,45736.79003,9.360305129
17119,Madison County,IL,52969,28737,53055.26723,-0.162863623
17121,Marion County,IL,43018,24070,44438.88653,-3.303004631
17123,Marshall County,IL,53610,26590,49091.39979,8.428651767
17125,Mason County,IL,43743,24425,45094.30011,-3.089180226
17127,Massac County,IL,41548,20947,38673.09332,6.919482721
17129,Menard County,IL,64706,29525,54510.10074,15.7572702
17131,Mercer County,IL,57934,26107,48199.66808,16.80245093
17133,Monroe County,IL,79686,33940,62661.23012,21.36481927
17135,Montgomery County,IL,46006,23799,43938.55673,4.493855728
17137,Morgan County,IL,45259,26153,48284.59491,-6.685067964
17139,Moultrie County,IL,58975,26561,49037.85896,16.84975166
17141,Ogle County,IL,57268,31085,57390.228,-0.213431577
17143,Peoria County,IL,53781,29201,53911.92047,-0.243432563
17145,Perry County,IL,46598,24214,44704.74443,4.062954563
17147,Piatt County,IL,65122,30614,56520.65111,13.20805394
17149,Pike County,IL,45106,19695,36361.60657,19.38631984
17151,Pope County,IL,41150,20368,37604.12301,8.616955014
17153,Pulaski County,IL,35135,16005,29548.99788,15.89868257
17155,Putnam County,IL,60590,31750,58617.97455,3.25470449
17157,Randolph County,IL,50129,28435,52497.70414,-4.725217211
17159,Richland County,IL,43332,22201,40988.27253,5.408768267
17161,Rock Island County,IL,50419,28458,52540.16755,-4.207079772
17163,St. Clair County,IL,50416,25890,47799.03499,5.190743029
17165,Saline County,IL,40873,20942,38663.86214,5.404883072
17167,Sangamon County,IL,57591,30386,56099.70944,2.589450716
17169,Schuyler County,IL,50720,21584,39849.14528,21.43307318
17171,Scott County,IL,50474,23393,43188.98515,14.43320293
17173,Shelby County,IL,49633,25104,46347.89396,6.618794037
17175,Stark County,IL,50083,25274,46661.75398,6.831152334
17177,Stephenson County,IL,46430,28763,53103.26935,-14.37275329
17179,Tazewell County,IL,57747,29617,54679.9544,5.311177376
17181,Union County,IL,44221,22164,40919.96182,7.464865507
17183,Vermilion County,IL,44705,24548,45321.38706,-1.378787748
17185,Wabash County,IL,51224,24562,45347.23436,11.47268007
17187,Warren County,IL,46189,22685,41881.85048,9.325054716
17189,Washington County,IL,57019,26338,48626.14846,14.71939448
17191,Wayne County,IL,47995,21469,39636.82821,17.41467193
17193,White County,IL,46588,22513,41564.29799,10.78325323
17195,Whiteside County,IL,45463,26714,49320.33298,-8.484554429
17197,Will County,IL,76293,38701,71451.15695,6.346379162
17199,Williamson County,IL,47678,23361,43129.90562,9.539188682
17201,Winnebago County,IL,50024,30760,56790.20148,-13.52591053
17203,Woodford County,IL,68233,32790,60538.05938,11.2774473
18000,Indiana,IN,50510,27769,51268.11135,-1.500913377
18001,Adams County,IN,49251,28556,52721.09862,-7.045742465
18003,Allen County,IN,50017,30900,57048.67444,-14.05856897
18005,Bartholomew County,IN,55580,30963,57164.98727,-2.851722337
18007,Benton County,IN,50754,25789,47612.56522,6.189531431
18009,Blackford County,IN,39611,24721,45640.78579,-15.22250332
18011,Boone County,IN,75163,34625,63925.90138,14.95030616
18013,Brown County,IN,53801,28156,51982.60445,3.379854549
18015,Carroll County,IN,52550,27497,50765.93531,3.394985133
18017,Cass County,IN,45575,25634,47326.39873,-3.842893533
18019,Clark County,IN,51614,26735,49359.10392,4.368768312
18021,Clay County,IN,48947,24301,44865.36691,8.338883049
18023,Clinton County,IN,50342,25825,47679.02969,5.289758666
18025,Crawford County,IN,41331,19291,35615.72747,13.82805288
18027,Daviess County,IN,47019,21798,40244.23966,14.40855896
18029,Dearborn County,IN,64093,30264,55874.46872,12.82282197
18031,Decatur County,IN,51625,27717,51172.1071,0.877274373
18033,De Kalb County,IN,52382,30104,55579.07105,-6.103377209
18035,Delaware County,IN,40633,26118,48219.97667,-18.67195794
18037,Dubois County,IN,57336,32828,60608.21633,-5.707088619
18039,Elkhart County,IN,50117,30029,55440.60339,-10.62235049
18041,Fayette County,IN,42538,26135,48251.36267,-13.43119722
18043,Floyd County,IN,57367,28734,53049.72853,7.5257055
18045,Fountain County,IN,51108,24841,45862.33404,10.26388424
18047,Franklin County,IN,53263,27031,49905.58961,6.30345717
18049,Fulton County,IN,51660,25197,46519.59385,9.950457125
18051,Gibson County,IN,53483,27219,50252.68187,6.039897039
18053,Grant County,IN,39984,26504,48932.62354,-22.38051106
18055,Greene County,IN,47952,23564,43504.69141,9.274500729
18057,Hamilton County,IN,91844,46673,86169.34571,6.178579216
18059,Hancock County,IN,70277,36844,68022.69777,3.207738274
18061,Harrison County,IN,53719,26380,48703.69035,9.336193246
18063,Hendricks County,IN,73478,39217,72403.81442,1.461914557
18065,Henry County,IN,47954,25019,46190.96394,3.676515109
18067,Howard County,IN,47390,31998,59075.84093,-24.65887515
18069,Huntington County,IN,49103,28300,52248.46235,-6.405845578
18071,Jackson County,IN,45504,25175,46478.97667,-2.142617507
18073,Jasper County,IN,60195,29305,54103.92895,10.11889866
18075,Jay County,IN,42646,23210,42851.12407,-0.480992525
18077,Jefferson County,IN,47841,24440,45121.99364,5.683422927
18079,Jennings County,IN,46047,24420,45085.06893,2.089020069
18081,Johnson County,IN,68256,34401,63512.34464,6.949799806
18083,Knox County,IN,42818,22571,41671.37964,2.677893317
18085,Kosciusko County,IN,54147,31442,58049.33404,-7.206925666
18087,Lagrange County,IN,56662,27209,50234.21951,11.34407626
18089,Lake County,IN,50613,28185,52036.14528,-2.811817677
18091,La Porte County,IN,47401,28531,52674.94274,-11.12622674
18093,Lawrence County,IN,46890,25195,46515.90138,0.797821756
